node_id,hour,te,q_rem,penalty_cost,revenue
50729,26280,359.6691,0.9879,6,30028.5352
50729,35040,452.8845,0.9847,6,36612.9671
50729,43800,502.3790,0.9831,6,39633.6605
50729,52560,562.2761,0.9811,6,45468.0359
50729,61320,658.6224,0.9778,6,58196.5991
50729,70080,726.0401,0.9755,6,64090.5066
50729,78840,746.0677,0.9749,6,64838.8599
50729,87600,765.0797,0.9742,6,65915.0170
50729,87864,772.4699,0.9739,6,66701.7723
50729,8760,181.8089,0.9939,7,17010.8925
50729,17520,210.4093,0.9929,7,19108.4429
50729,26280,287.8985,0.9903,7,24949.5050
50729,35040,356.4897,0.9880,7,30286.7785
50729,43800,391.9996,0.9868,7,32636.2915
50729,52560,442.8310,0.9851,7,37599.3829
50729,61320,517.2312,0.9826,7,49024.2298
50729,70080,569.4183,0.9808,7,54013.0535
50729,78840,581.9215,0.9804,7,54513.1800
50729,87600,595.8001,0.9799,7,55337.2455
50729,87864,602.4426,0.9796,7,56021.1113
50730,8760,1216.0456,0.9589,1,58661.2443
50730,17520,2108.9779,0.9288,1,76972.9174
50730,26280,3068.0296,0.8965,1,104187.9786
50730,35040,3935.4327,0.8673,1,128028.4522
50730,43800,4754.4937,0.8397,1,143004.2481
50730,52560,5564.9801,0.8124,1,161696.7821
50730,61320,6432.4772,0.7832,1,189925.4740
50730,70080,7309.1866,0.7536,1,207903.3278
50730,78840,8065.2857,0.7282,1,216017.5538
50730,87600,8751.6202,0.7050,1,224216.6318
50730,87864,8775.3163,0.7042,1,225433.1822
50730,8760,687.0384,0.9768,2,44652.1146
50730,17520,1005.8843,0.9661,2,55454.1716
50730,26280,1403.0989,0.9527,2,74703.3657
50730,35040,1743.5189,0.9412,2,92258.8730
50730,43800,1987.9839,0.9330,2,101974.5415
50730,52560,2281.8774,0.9231,2,115419.8147
50730,61320,2646.2465,0.9108,2,138874.1373
50730,70080,2920.6005,0.9016,2,152662.6606
50730,78840,3087.3142,0.8959,2,157049.5362
50730,87600,3263.9441,0.8900,2,161759.0510
50730,87864,3280.8614,0.8893,2,163058.5446
50730,8760,472.7225,0.9840,3,35694.4767
50730,17520,653.1082,0.9780,3,42753.3772
50730,26280,904.3997,0.9695,3,57208.9503
50730,35040,1135.0997,0.9617,3,70589.7246
50730,43800,1275.2855,0.9570,3,77512.0471
50730,52560,1443.4050,0.9514,3,87778.3120
50730,61320,1675.6889,0.9435,3,107233.5837
50730,70080,1844.4726,0.9378,3,118061.9263
50730,78840,1927.6210,0.9350,3,120738.0868
50730,87600,2011.9306,0.9322,3,123682.4311
50730,87864,2023.2331,0.9317,3,124831.2782
50730,8760,356.1907,0.9880,4,29120.6811
50730,17520,464.0219,0.9843,4,34004.9428
50730,26280,633.4765,0.9786,4,45279.6806
50730,35040,792.2385,0.9733,4,55712.0982
50730,43800,887.3535,0.9701,4,60846.5082
50730,52560,989.4633,0.9667,4,69086.6075
50730,61320,1158.2146,0.9609,4,85689.2549
50730,70080,1281.4781,0.9568,4,94406.0166
50730,78840,1330.2662,0.9552,4,96126.0529
50730,87600,1375.7963,0.9536,4,98110.6287
50730,87864,1385.0940,0.9532,4,99131.8551
50730,8760,277.0327,0.9907,5,24113.0249
50730,17520,342.4515,0.9885,5,27628.2394
50730,26280,469.4273,0.9842,5,36590.9050
50730,35040,590.3035,0.9801,5,44853.7283
50730,43800,657.4595,0.9778,5,48758.6042
50730,52560,734.3856,0.9753,5,55647.2975
50730,61320,861.2142,0.9710,5,70048.5892
50730,70080,952.5512,0.9679,5,77139.2478
50730,78840,980.4768,0.9670,5,78260.8206
50730,87600,1009.0016,0.9660,5,79692.6333
50730,87864,1016.9047,0.9657,5,80595.2390
50730,8760,218.9491,0.9926,6,20176.7287
50730,17520,261.9525,0.9912,6,22829.9801
50730,26280,359.6691,0.9879,6,30028.5352
50730,35040,452.8845,0.9847,6,36612.9671
50730,43800,502.3790,0.9831,6,39633.6605
50730,52560,562.2761,0.9811,6,45468.0359
50730,61320,658.6224,0.9778,6,58196.5991
50730,70080,726.0401,0.9755,6,64090.5066
50730,78840,746.0677,0.9749,6,64838.8599
50730,87600,765.0797,0.9742,6,65915.0170
50730,87864,772.4699,0.9739,6,66701.7723
50730,8760,181.8089,0.9939,7,17010.8925
50730,17520,210.4093,0.9929,7,19108.4429
50730,26280,287.8985,0.9903,7,24949.5050
50730,35040,356.4897,0.9880,7,30286.7785
50730,43800,391.9996,0.9868,7,32636.2915
50730,52560,442.8310,0.9851,7,37599.3829
50730,61320,517.2312,0.9826,7,49024.2298
50730,70080,569.4183,0.9808,7,54013.0535
50730,78840,581.9215,0.9804,7,54513.1800
50730,87600,595.8001,0.9799,7,55337.2455
50730,87864,602.4426,0.9796,7,56021.1113
49395,8760,1216.0456,0.9589,1,58534.3476
49395,17520,2108.9789,0.9288,1,76834.6510
49395,26280,3067.5860,0.8966,1,104035.3388
49395,35040,3934.4798,0.8674,1,127876.8715
49395,43800,4753.5649,0.8397,1,142844.4192
49395,52560,5564.0764,0.8124,1,161511.1893
49395,61320,6431.3770,0.7832,1,189748.9931
49395,70080,7307.5982,0.7537,1,207729.8852
49395,78840,8064.0096,0.7282,1,215846.6295
49395,87600,8750.0836,0.7051,1,224047.4029
49395,87864,8773.7812,0.7042,1,225264.1735
49395,8760,687.0384,0.9768,2,44525.3113
49395,17520,1005.8843,0.9661,2,55316.0665
49395,26280,1403.0989,0.9527,2,74548.5829
49395,35040,1742.6032,0.9413,2,92106.0631
49395,43800,1987.0761,0.9330,2,101813.3056
49395,52560,2281.5330,0.9231,2,115231.2580
49395,61320,2645.9066,0.9108,2,138695.0258
49395,70080,2920.2641,0.9016,2,152486.0790
49395,78840,3086.9800,0.8960,2,156874.8760
49395,87600,3263.6122,0.8900,2,161585.4484
49395,87864,3280.5297,0.8894,2,162885.0810
49395,8760,472.7225,0.9840,3,35569.4415
49395,17520,653.4903,0.9780,3,42617.1256
49395,26280,904.3654,0.9695,3,57055.0486
49395,35040,1135.0656,0.9617,3,70438.2675
49395,43800,1275.2517,0.9570,3,77350.9607
49395,52560,1443.5161,0.9514,3,87589.6844
49395,61320,1675.7991,0.9435,3,107054.3897
49395,70080,1844.5821,0.9378,3,117884.9439
49395,78840,1927.7301,0.9350,3,120562.4334
49395,87600,2012.0394,0.9322,3,123507.4610
49395,87864,2023.3419,0.9317,3,124656.4476
49395,8760,356.1907,0.9880,4,28997.8685
49395,17520,464.0219,0.9843,4,33870.9900
49395,26280,633.4765,0.9786,4,45128.5162
49395,35040,792.2385,0.9733,4,55564.2125
49395,43800,887.1452,0.9701,4,60688.8558
49395,52560,989.2558,0.9667,4,68903.2360
49395,61320,1158.0084,0.9610,4,85515.9759
49395,70080,1281.2727,0.9568,4,94234.7812
49395,78840,1330.6343,0.9552,4,95955.5310
49395,87600,1376.1638,0.9536,4,97940.4924
49395,87864,1385.4613,0.9532,4,98961.8445
49395,8760,276.2384,0.9907,5,23993.0290
49395,17520,341.6591,0.9885,5,27495.9377
49395,26280,468.6386,0.9842,5,36441.3479
49395,35040,589.7236,0.9801,5,44708.0244
49395,43800,656.8812,0.9779,5,48603.1137
49395,52560,733.8088,0.9753,5,55466.4877
49395,61320,860.8478,0.9710,5,69876.7384
49395,70080,952.1861,0.9679,5,76969.2609
49395,78840,980.1121,0.9670,5,78091.2087
49395,87600,1008.6373,0.9660,5,79523.3693
49395,87864,1016.5405,0.9657,5,80426.1368
49395,8760,218.3537,0.9926,6,20061.8829
49395,17520,261.1557,0.9912,6,22702.7908
49395,26280,358.8751,0.9879,6,29884.6461
49395,35040,452.0932,0.9848,6,36472.2982
49395,43800,501.5892,0.9831,6,39482.7493
49395,52560,561.4879,0.9811,6,45293.3454
49395,61320,658.2185,0.9778,6,58022.1209
49395,70080,725.6372,0.9755,6,63917.6111
49395,78840,745.6651,0.9749,6,64666.1782
49395,87600,764.6773,0.9742,6,65742.5850
49395,87864,772.0677,0.9739,6,66529.5041
49395,8760,181.8089,0.9939,7,16897.8527
49395,17520,210.4093,0.9929,7,18982.6026
49395,26280,287.8985,0.9903,7,24807.2624
49395,35040,356.4897,0.9880,7,30147.1145
49395,43800,391.9996,0.9868,7,32485.9547
49395,52560,443.4220,0.9851,7,37424.3763
49395,61320,518.2053,0.9825,7,48839.7424
49395,70080,570.3907,0.9808,7,53829.6916
49395,78840,582.8933,0.9804,7,54329.8307
49395,87600,596.7714,0.9799,7,55153.9753
49395,87864,603.4137,0.9796,7,55837.9480
49396,8760,1216.0456,0.9589,1,58534.3476
49396,17520,2108.9789,0.9288,1,76834.6510
49396,26280,3067.5860,0.8966,1,104035.3388
49396,35040,3934.4798,0.8674,1,127876.8715
49396,43800,4753.5649,0.8397,1,142844.4192
49396,52560,5564.0764,0.8124,1,161511.1893
49396,61320,6431.3770,0.7832,1,189748.9931
49396,70080,7307.5982,0.7537,1,207729.8852
49396,78840,8064.0096,0.7282,1,215846.6295
49396,87600,8750.0836,0.7051,1,224047.4029
49396,87864,8773.7812,0.7042,1,225264.1735
49396,8760,687.0384,0.9768,2,44525.3113
49396,17520,1005.8843,0.9661,2,55316.0665
49396,26280,1403.0989,0.9527,2,74548.5829
49396,35040,1742.6032,0.9413,2,92106.0631
49396,43800,1987.0761,0.9330,2,101813.3056
49396,52560,2281.5330,0.9231,2,115231.2580
49396,61320,2645.9066,0.9108,2,138695.0258
49396,70080,2920.2641,0.9016,2,152486.0790
49396,78840,3086.9800,0.8960,2,156874.8760
49396,87600,3263.6122,0.8900,2,161585.4484
49396,87864,3280.5297,0.8894,2,162885.0810
49396,8760,472.7225,0.9840,3,35569.4415
49396,17520,653.4903,0.9780,3,42617.1256
49396,26280,904.3654,0.9695,3,57055.0486
49396,35040,1135.0656,0.9617,3,70438.2675
49396,43800,1275.2517,0.9570,3,77350.9607
49396,52560,1443.5161,0.9514,3,87589.6844
49396,61320,1675.7991,0.9435,3,107054.3897
49396,70080,1844.5821,0.9378,3,117884.9439
49396,78840,1927.7301,0.9350,3,120562.4334
49396,87600,2012.0394,0.9322,3,123507.4610
49396,87864,2023.3419,0.9317,3,124656.4476
49396,8760,356.1907,0.9880,4,28997.8685
49396,17520,464.0219,0.9843,4,33870.9900
49396,26280,633.4765,0.9786,4,45128.5162
49396,35040,792.2385,0.9733,4,55564.2125
49396,43800,887.1452,0.9701,4,60688.8558
49396,52560,989.2558,0.9667,4,68903.2360
49396,61320,1158.0084,0.9610,4,85515.9759
49396,70080,1281.2727,0.9568,4,94234.7812
49396,78840,1330.6343,0.9552,4,95955.5310
49396,87600,1376.1638,0.9536,4,97940.4924
49396,87864,1385.4613,0.9532,4,98961.8445
49396,8760,276.2384,0.9907,5,23993.0290
49396,17520,341.6591,0.9885,5,27495.9377
49396,26280,468.6386,0.9842,5,36441.3479
49396,35040,589.7236,0.9801,5,44708.0244
49396,43800,656.8812,0.9779,5,48603.1137
49396,52560,733.8088,0.9753,5,55466.4877
49396,61320,860.8478,0.9710,5,69876.7384
49396,70080,952.1861,0.9679,5,76969.2609
49396,78840,980.1121,0.9670,5,78091.2087
49396,87600,1008.6373,0.9660,5,79523.3693
49396,87864,1016.5405,0.9657,5,80426.1368
49396,8760,218.3537,0.9926,6,20061.8829
49396,17520,261.1557,0.9912,6,22702.7908
49396,26280,358.8751,0.9879,6,29884.6461
49396,35040,452.0932,0.9848,6,36472.2982
49396,43800,501.5892,0.9831,6,39482.7493
49396,52560,561.4879,0.9811,6,45293.3454
49396,61320,658.2185,0.9778,6,58022.1209
49396,70080,725.6372,0.9755,6,63917.6111
49396,78840,745.6651,0.9749,6,64666.1782
49396,87600,764.6773,0.9742,6,65742.5850
49396,87864,772.0677,0.9739,6,66529.5041
49396,8760,181.8089,0.9939,7,16897.8527
49396,17520,210.4093,0.9929,7,18982.6026
49396,26280,287.8985,0.9903,7,24807.2624
49396,35040,356.4897,0.9880,7,30147.1145
49396,43800,391.9996,0.9868,7,32485.9547
49396,52560,443.4220,0.9851,7,37424.3763
49396,61320,518.2053,0.9825,7,48839.7424
49396,70080,570.3907,0.9808,7,53829.6916
49396,78840,582.8933,0.9804,7,54329.8307
49396,87600,596.7714,0.9799,7,55153.9753
49396,87864,603.4137,0.9796,7,55837.9480
49397,8760,1216.0456,0.9589,1,58534.3476
49397,17520,2108.9789,0.9288,1,76834.6510
49397,26280,3067.5860,0.8966,1,104035.3388
49397,35040,3934.4798,0.8674,1,127876.8715
49397,43800,4753.5649,0.8397,1,142844.4192
49397,52560,5564.0764,0.8124,1,161511.1893
49397,61320,6431.3770,0.7832,1,189748.9931
49397,70080,7307.5982,0.7537,1,207729.8852
49397,78840,8064.0096,0.7282,1,215846.6295
49397,87600,8750.0836,0.7051,1,224047.4029
49397,87864,8773.7812,0.7042,1,225264.1735
49397,8760,687.0384,0.9768,2,44525.3113
49397,17520,1005.8843,0.9661,2,55316.0665
49397,26280,1403.0989,0.9527,2,74548.5829
49397,35040,1742.6032,0.9413,2,92106.0631
49397,43800,1987.0761,0.9330,2,101813.3056
49397,52560,2281.5330,0.9231,2,115231.2580
49397,61320,2645.9066,0.9108,2,138695.0258
49397,70080,2920.2641,0.9016,2,152486.0790
49397,78840,3086.9800,0.8960,2,156874.8760
49397,87600,3263.6122,0.8900,2,161585.4484
49397,87864,3280.5297,0.8894,2,162885.0810
49397,8760,472.7225,0.9840,3,35569.4415
49397,17520,653.4903,0.9780,3,42617.1256
49397,26280,904.3654,0.9695,3,57055.0486
49397,35040,1135.0656,0.9617,3,70438.2675
49397,43800,1275.2517,0.9570,3,77350.9607
49397,52560,1443.5161,0.9514,3,87589.6844
49397,61320,1675.7991,0.9435,3,107054.3897
49397,70080,1844.5821,0.9378,3,117884.9439
49397,78840,1927.7301,0.9350,3,120562.4334
49397,87600,2012.0394,0.9322,3,123507.4610
49397,87864,2023.3419,0.9317,3,124656.4476
49397,8760,356.1907,0.9880,4,28997.8685
49397,17520,464.0219,0.9843,4,33870.9900
49397,26280,633.4765,0.9786,4,45128.5162
49397,35040,792.2385,0.9733,4,55564.2125
49397,43800,887.1452,0.9701,4,60688.8558
49397,52560,989.2558,0.9667,4,68903.2360
49397,61320,1158.0084,0.9610,4,85515.9759
49397,70080,1281.2727,0.9568,4,94234.7812
49397,78840,1330.6343,0.9552,4,95955.5310
49397,87600,1376.1638,0.9536,4,97940.4924
49397,87864,1385.4613,0.9532,4,98961.8445
49397,8760,276.2384,0.9907,5,23993.0290
49397,17520,341.6591,0.9885,5,27495.9377
49397,26280,468.6386,0.9842,5,36441.3479
49397,35040,589.7236,0.9801,5,44708.0244
49397,43800,656.8812,0.9779,5,48603.1137
49397,52560,733.8088,0.9753,5,55466.4877
49397,61320,860.8478,0.9710,5,69876.7384
49397,70080,952.1861,0.9679,5,76969.2609
49397,78840,980.1121,0.9670,5,78091.2087
49397,87600,1008.6373,0.9660,5,79523.3693
49397,87864,1016.5405,0.9657,5,80426.1368
49397,8760,218.3537,0.9926,6,20061.8829
49397,17520,261.1557,0.9912,6,22702.7908
49397,26280,358.8751,0.9879,6,29884.6461
49397,35040,452.0932,0.9848,6,36472.2982
49397,43800,501.5892,0.9831,6,39482.7493
49397,52560,561.4879,0.9811,6,45293.3454
49397,61320,658.2185,0.9778,6,58022.1209
49397,70080,725.6372,0.9755,6,63917.6111
49397,78840,745.6651,0.9749,6,64666.1782
49397,87600,764.6773,0.9742,6,65742.5850
49397,87864,772.0677,0.9739,6,66529.5041
49397,8760,181.8089,0.9939,7,16897.8527
49397,17520,210.4093,0.9929,7,18982.6026
49397,26280,287.8985,0.9903,7,24807.2624
49397,35040,356.4897,0.9880,7,30147.1145
49397,43800,391.9996,0.9868,7,32485.9547
49397,52560,443.4220,0.9851,7,37424.3763
49397,61320,518.2053,0.9825,7,48839.7424
49397,70080,570.3907,0.9808,7,53829.6916
49397,78840,582.8933,0.9804,7,54329.8307
49397,87600,596.7714,0.9799,7,55153.9753
49397,87864,603.4137,0.9796,7,55837.9480
44460713,8760,1247.4642,0.9579,1,45487.4283
44460713,17520,2139.9856,0.9278,1,61203.3983
44460713,26280,3104.8443,0.8953,1,85330.6049
44460713,35040,3979.7769,0.8658,1,107173.9188
44460713,43800,4802.7532,0.8381,1,121735.5947
44460713,52560,5691.0712,0.8082,1,137013.1311
44460713,61320,6552.4253,0.7791,1,162553.5080
44460713,70080,7417.6083,0.7500,1,179136.4168
44460713,78840,8181.2459,0.7242,1,187224.7007
44460713,87600,8868.8437,0.7011,1,195520.8299
44460713,87864,8891.9951,0.7002,1,196722.4854
44460713,8760,651.0405,0.9780,2,31848.0797
44460713,17520,957.5899,0.9677,2,40214.1665
44460713,26280,1337.5802,0.9549,2,56428.6638
44460713,35040,1669.3861,0.9437,2,72030.6128
44460713,43800,1914.5803,0.9355,2,81401.0439
44460713,52560,2210.3831,0.9255,2,90953.1302
44460713,61320,2565.6171,0.9135,2,111744.5926
44460713,70080,2832.4660,0.9045,2,124175.2210
44460713,78840,3001.6766,0.8988,2,128519.4093
44460713,87600,3179.8944,0.8928,2,133326.1380
44460713,87864,3196.8703,0.8922,2,134626.9086
44460713,8760,438.8289,0.9852,3,23417.4524
44460713,17520,605.4996,0.9796,3,28220.4298
44460713,26280,843.9099,0.9715,3,39746.5927
44460713,35040,1065.6606,0.9641,3,51260.5787
44460713,43800,1204.7395,0.9594,3,57869.3824
44460713,52560,1366.3891,0.9540,3,64177.3637
44460713,61320,1588.9400,0.9464,3,81085.6150
44460713,70080,1755.9179,0.9408,3,90574.0014
44460713,78840,1838.0147,0.9381,3,93180.5819
44460713,87600,1925.5475,0.9351,3,96179.9615
44460713,87864,1937.2299,0.9346,3,97333.6747
44460713,8760,314.4760,0.9894,4,17468.3279
44460713,17520,409.4937,0.9862,4,20296.7690
44460713,26280,568.8918,0.9808,4,28783.5647
44460713,35040,721.9912,0.9757,4,37443.1299
44460713,43800,814.8205,0.9725,4,42299.0227
44460713,52560,906.5679,0.9694,4,46673.6277
44460713,61320,1067.8756,0.9640,4,60818.1413
44460713,70080,1188.4871,0.9599,4,68230.3130
44460713,78840,1237.8846,0.9583,4,69868.6822
44460713,87600,1284.5060,0.9567,4,71868.9247
44460713,87864,1293.4760,0.9563,4,72895.6854
44460713,8760,229.8378,0.9923,5,13149.7123
44460713,17520,284.8723,0.9904,5,14801.5676
44460713,26280,400.4746,0.9865,5,21142.5688
44460713,35040,512.8103,0.9827,5,27736.0623
44460713,43800,577.8443,0.9805,5,31393.9996
44460713,52560,640.3133,0.9784,5,34568.2402
44460713,61320,759.3736,0.9744,5,46618.5225
44460713,70080,846.1884,0.9715,5,52447.0409
44460713,78840,874.3969,0.9705,5,53494.4811
44460713,87600,902.2908,0.9696,5,54934.9155
44460713,87864,910.2252,0.9692,5,55844.5258
44460713,8760,176.0277,0.9941,6,9942.0380
44460713,17520,209.7639,0.9929,6,10906.6696
44460713,26280,293.8141,0.9901,6,15686.6059
44460713,35040,377.3740,0.9873,6,20738.3499
44460713,43800,425.8502,0.9856,6,23523.3910
44460713,52560,467.4226,0.9842,6,25898.2217
44460713,61320,554.2565,0.9813,6,36379.2404
44460713,70080,618.5954,0.9792,6,41058.7773
44460713,78840,637.3577,0.9785,6,41738.1126
44460713,87600,656.4545,0.9779,6,42831.5498
44460713,87864,663.8743,0.9776,6,43624.5723
44460713,8760,136.4541,0.9954,7,7455.8623
44460713,17520,155.5526,0.9948,7,8022.8339
44460713,26280,219.3297,0.9926,7,11640.9111
44460713,35040,279.9751,0.9906,7,15574.5688
44460713,43800,314.1953,0.9894,7,17709.4381
44460713,52560,343.4227,0.9884,7,19530.9543
44460713,61320,408.1789,0.9862,7,28851.8356
44460713,70080,457.7986,0.9846,7,32670.9502
44460713,78840,470.1545,0.9842,7,33111.6837
44460713,87600,482.9379,0.9837,7,33962.8775
44460713,87864,489.6101,0.9834,7,34652.7281
50715,8760,1231.7606,0.9584,1,45904.6760
50715,17520,2135.0410,0.9279,1,62021.6540
50715,26280,3099.9784,0.8955,1,86619.7221
50715,35040,3978.9435,0.8659,1,109250.8088
50715,43800,4808.2723,0.8379,1,124071.8673
50715,52560,5602.1122,0.8112,1,139926.7847
50715,61320,6475.0604,0.7817,1,166232.7660
50715,70080,7371.7150,0.7515,1,183143.7821
50715,78840,8131.4945,0.7259,1,191116.1414
50715,87600,8831.3834,0.7023,1,199278.3476
50715,87864,8854.9948,0.7015,1,200484.2089
50715,8760,670.7813,0.9774,2,32027.5494
50715,17520,980.3074,0.9669,2,40624.6153
50715,26280,1385.0352,0.9533,2,57054.8122
50715,35040,1723.9383,0.9419,2,73324.6883
50715,43800,1968.7921,0.9336,2,82821.9781
50715,52560,2242.8064,0.9244,2,93286.3142
50715,61320,2609.7935,0.9120,2,114589.0177
50715,70080,2887.4491,0.9027,2,127109.5874
50715,78840,3054.6150,0.8970,2,131261.8370
50715,87600,3233.8370,0.8910,2,135865.5474
50715,87864,3250.7753,0.8904,2,137151.2163
50715,8760,449.2665,0.9848,3,23390.5910
50715,17520,618.2151,0.9791,3,28355.2768
50715,26280,863.6589,0.9709,3,39940.4032
50715,35040,1098.1612,0.9630,3,51975.2246
50715,43800,1241.5747,0.9582,3,58649.2029
50715,52560,1394.6234,0.9530,3,66100.1837
50715,61320,1621.0648,0.9454,3,83348.1511
50715,70080,1791.3600,0.9396,3,92834.6314
50715,78840,1873.0597,0.9369,3,95296.3321
50715,87600,1957.2067,0.9340,3,98097.7546
50715,87864,1969.4343,0.9336,3,99222.8796
50715,8760,319.6454,0.9892,4,17345.0028
50715,17520,418.9867,0.9859,4,20285.1500
50715,26280,583.2218,0.9803,4,28755.0362
50715,35040,743.7148,0.9749,4,37829.7482
50715,43800,838.0464,0.9718,4,42697.9720
50715,52560,934.4445,0.9685,4,48272.0905
50715,61320,1099.2782,0.9629,4,62683.9656
50715,70080,1215.6895,0.9590,4,70084.6287
50715,78840,1262.6113,0.9574,4,71611.3633
50715,87600,1307.2570,0.9559,4,73452.6628
50715,87864,1317.1530,0.9555,4,74434.0214
50715,8760,232.0457,0.9922,5,12994.0788
50715,17520,287.4806,0.9903,5,14703.2713
50715,26280,405.4195,0.9863,5,20972.6815
50715,35040,522.6079,0.9824,5,27901.2489
50715,43800,589.9421,0.9801,5,31534.6279
50715,52560,657.6341,0.9778,5,35854.1919
50715,61320,779.5872,0.9737,5,48102.5349
50715,70080,868.4997,0.9707,5,53907.9798
50715,78840,894.9820,0.9698,5,54882.2798
50715,87600,920.7386,0.9690,5,56201.8920
50715,87864,928.6676,0.9686,5,57064.3217
50715,8760,174.8540,0.9941,6,9769.6275
50715,17520,208.9861,0.9930,6,10772.9913
50715,26280,294.2127,0.9901,6,15445.5705
50715,35040,381.1375,0.9872,6,20776.4708
50715,43800,429.9728,0.9855,6,23520.0476
50715,52560,482.1433,0.9838,6,26936.1099
50715,61320,571.6971,0.9807,6,37580.0811
50715,70080,636.3425,0.9786,6,42213.3044
50715,78840,654.0600,0.9780,6,42831.1609
50715,87600,670.4185,0.9774,6,43831.8284
50715,87864,677.6277,0.9771,6,44578.1721
50715,8760,136.2611,0.9954,7,7301.2877
50715,17520,155.5611,0.9948,7,7897.9331
50715,26280,218.7355,0.9926,7,11403.8612
50715,35040,282.9484,0.9905,7,15548.4955
50715,43800,316.3680,0.9893,7,17643.6013
50715,52560,353.9106,0.9881,7,20361.8139
50715,61320,424.0069,0.9857,7,29787.3590
50715,70080,471.4411,0.9841,7,33576.5626
50715,78840,483.8142,0.9837,7,33971.2239
50715,87600,496.5915,0.9833,7,34755.5968
50715,87864,502.8753,0.9830,7,35401.7575
50716,8760,1231.7606,0.9584,1,45904.6521
50716,17520,2135.0410,0.9279,1,62021.6323
50716,26280,3099.9784,0.8955,1,86619.7005
50716,35040,3978.9435,0.8659,1,109250.8082
50716,43800,4808.2723,0.8379,1,124071.8742
50716,52560,5602.1122,0.8112,1,139926.7916
50716,61320,6475.0604,0.7817,1,166232.7830
50716,70080,7371.7150,0.7515,1,183143.7971
50716,78840,8131.4945,0.7259,1,191116.1535
50716,87600,8831.3834,0.7023,1,199278.3598
50716,87864,8854.9948,0.7015,1,200484.2210
50716,8760,670.7813,0.9774,2,32027.5494
50716,17520,980.3074,0.9669,2,40624.6136
50716,26280,1385.0352,0.9533,2,57054.8105
50716,35040,1723.9383,0.9419,2,73324.6978
50716,43800,1968.7921,0.9336,2,82821.9954
50716,52560,2242.8064,0.9244,2,93286.3315
50716,61320,2609.7935,0.9120,2,114589.0383
50716,70080,2887.4491,0.9027,2,127109.6080
50716,78840,3054.6150,0.8970,2,131261.8575
50716,87600,3233.8370,0.8910,2,135865.5680
50716,87864,3250.7753,0.8904,2,137151.2369
50716,8760,449.2665,0.9848,3,23390.5910
50716,17520,618.2151,0.9791,3,28355.2828
50716,26280,863.6589,0.9709,3,39940.4092
50716,35040,1098.1612,0.9630,3,51975.2420
50716,43800,1241.5747,0.9582,3,58649.2225
50716,52560,1394.6234,0.9530,3,66100.2033
50716,61320,1621.0648,0.9454,3,83348.1743
50716,70080,1791.3600,0.9396,3,92834.6546
50716,78840,1873.0597,0.9369,3,95296.3553
50716,87600,1957.2067,0.9340,3,98097.7778
50716,87864,1969.4343,0.9336,3,99222.9027
50716,8760,319.6454,0.9892,4,17345.0028
50716,17520,418.9867,0.9859,4,20285.1560
50716,26280,583.2218,0.9803,4,28755.0422
50716,35040,743.7148,0.9749,4,37829.7658
50716,43800,838.0464,0.9718,4,42697.9917
50716,52560,934.4445,0.9685,4,48272.1102
50716,61320,1099.2782,0.9629,4,62683.9853
50716,70080,1215.6895,0.9590,4,70084.6484
50716,78840,1262.6113,0.9574,4,71611.3830
50716,87600,1307.2570,0.9559,4,73452.6825
50716,87864,1317.1530,0.9555,4,74434.0411
50716,8760,232.0457,0.9922,5,12994.0788
50716,17520,287.4806,0.9903,5,14703.2713
50716,26280,405.4195,0.9863,5,20972.6815
50716,35040,522.6079,0.9824,5,27901.2606
50716,43800,589.9421,0.9801,5,31534.6395
50716,52560,657.6341,0.9778,5,35854.2035
50716,61320,779.5872,0.9737,5,48102.5465
50716,70080,868.4997,0.9707,5,53907.9914
50716,78840,894.9820,0.9698,5,54882.2915
50716,87600,920.7386,0.9690,5,56201.9036
50716,87864,928.6676,0.9686,5,57064.3334
50716,8760,174.8540,0.9941,6,9769.6275
50716,17520,208.9861,0.9930,6,10772.9913
50716,26280,294.2127,0.9901,6,15445.5705
50716,35040,381.1375,0.9872,6,20776.4825
50716,43800,429.9728,0.9855,6,23520.0593
50716,52560,482.1433,0.9838,6,26936.1216
50716,61320,571.6971,0.9807,6,37580.0928
50716,70080,636.3425,0.9786,6,42213.3161
50716,78840,654.0600,0.9780,6,42831.1726
50716,87600,670.4185,0.9774,6,43831.8401
50716,87864,677.6277,0.9771,6,44578.1838
50716,8760,136.2611,0.9954,7,7301.2877
50716,17520,155.5611,0.9948,7,7897.9331
50716,26280,218.7355,0.9926,7,11403.8612
50716,35040,282.9484,0.9905,7,15548.5072
50716,43800,316.3680,0.9893,7,17643.6130
50716,52560,353.9106,0.9881,7,20361.8256
50716,61320,424.0069,0.9857,7,29787.3707
50716,70080,471.4411,0.9841,7,33576.5743
50716,78840,483.8142,0.9837,7,33971.2356
50716,87600,496.5915,0.9833,7,34755.6085
50716,87864,502.8753,0.9830,7,35401.7693
50717,8760,1231.7606,0.9584,1,45904.6699
50717,17520,2135.0410,0.9279,1,62021.6615
50717,26280,3099.9784,0.8955,1,86619.7296
50717,35040,3978.9435,0.8659,1,109250.8163
50717,43800,4808.2723,0.8379,1,124071.8798
50717,52560,5602.1122,0.8112,1,139926.7973
50717,61320,6475.0604,0.7817,1,166232.7737
50717,70080,7371.7150,0.7515,1,183143.7919
50717,78840,8131.4945,0.7259,1,191116.1511
